"id","name","identifier","address","maps","date_joined","date_created","date_updated"
"3173","AGS ASUNCION","T3391","Av José de Jesús González García  Villas de Ntra. Sra. de la Asunción, 20126 Aguascalientes, Ags.","https://maps.app.goo.gl/fBvGT1pzmhmKPGYx8","2025-01-28","2025-01-28 22:17:55.258405+00","2025-01-28 22:17:55.253098+00"
"3174","AGS MARGARITAS 2","T3399","Av Margaritas 107, Jesús Gómez Portugal (Margaritas), Centro, 20909 Jesús Gómez Portugal, Ags.","https://maps.app.goo.gl/oNKDuWXTg5WgfXez6","2025-01-28","2025-01-28 22:24:42.270898+00","2025-01-28 22:24:42.26713+00"
"3206","GTO CELAYA BLVD 2","T3248","Blvrd Adolfo López Mateos 1014, Col. Centro, 38060 Celaya, Gto.","https://maps.app.goo.gl/gNKY7nLvsho9xwE57","2025-01-30","2025-01-30 18:01:21.48958+00","2025-01-30 18:01:21.442739+00"
"3207","GTO CELAYA EL SAUZ","T1215","Av El Sauz 1800, Goevillas de los Sauces, 38016 Celaya, Gto.","https://maps.app.goo.gl/EU39CmRB6nNcq3K17","2025-01-30","2025-01-30 18:08:28.417176+00","2025-01-30 18:08:28.407764+00"
"3208","GTO CELAYA MISIONES","T1466","Av México 1231, La Mision, 38015 Celaya, Gto.","https://maps.app.goo.gl/5ErjQVfkd9373JRL7","2025-01-30","2025-01-30 18:16:15.418838+00","2025-01-30 18:16:15.401499+00"
"3209","GTO CELAYA BARRIO DEL ZAPOTE","T2378","Av México 1231, La Mision, 38015 Celaya, Gto.","https://maps.app.goo.gl/5ErjQVfkd9373JRL7","2025-01-30","2025-01-30 18:24:49.471352+00","2025-01-30 18:24:49.468089+00"
"3210","GTO CELAYA EJIDAL","T1188","Ejido de San Nicolás de Parra 246, Ejidal, 38098 Celaya, Gto.","https://maps.app.goo.gl/9ZEs6w4dRPt6R7vz9","2025-01-30","2025-01-30 18:33:50.873881+00","2025-01-30 18:33:50.871422+00"
"3239","AGS GREMIAL","T2425","Dr. Isidro Calera 521, Gremial, 20030 Aguascalientes, Ags.","https://maps.app.goo.gl/YkDjJcoGbPJAxgvZ6","2025-01-31","2025-01-31 17:22:41.968119+00","2025-01-31 17:22:41.948551+00"
"3272","AGS CLINICA 3","T3255","Calz Navarra 922, 20908 Tepetates, Ags.","https://maps.app.goo.gl/PPgJw7QmcLsyjNVc7","2025-01-31","2025-01-31 18:21:41.192186+00","2025-01-31 18:21:41.185672+00"
"3305","CELAYA BLDV 2","T3247","Blvrd Adolfo López Mateos 1014, Col. Centro, 38060 Celaya, Gto.","https://www.google.com/maps/place/Tiendas+3B,+Blvrd+Adolfo+L%C3%B3pez+Mateos+1014,+Col.+Centro,+38060+Celaya,+Gto./@20.5194472,-100.8274603,17z/data=!4m9!1m2!2m1!1sTiendas+3B,+Blvrd+Adolfo+L%C3%B3pez+Mateos,+Colonia+Centro,+Celaya,+Guanajuato!3m5!1s0x842cbb755dffc3cd:0x65b59c29226b0df7!8m2!3d20.5194472!4d-100.8274603!16s%2Fg%2F11yb07j6sq","2025-02-04","2025-02-04 19:01:43.609675+00","2025-02-04 19:01:43.556734+00"
"3338","SLP HERNAN CORTEZ","T3069","Av. Hernán Cortes 607, Las Piedras, 78150 San Luis Potosí, S.L.P.","https://maps.app.goo.gl/9xyYa8BGUmXEmK6t7","2025-02-05","2025-02-05 16:55:22.348816+00","2025-02-05 16:55:22.315292+00"
"3371","AGS JESUS MARIA","T2204","Agustín de Iturbide 214, Zona Centro, 20920 Jesús María, Ags.","https://maps.app.goo.gl/pZpWQZjfHVJ6ECg26","2025-02-05","2025-02-05 17:46:51.549793+00","2025-02-05 17:46:51.541975+00"
"3372","AGS PABELLON","T2441","C. Revolución 11, 5 de Mayo, 20676 Pabellón de Arteaga, Ags.","https://maps.app.goo.gl/CFQni9jkAnabMZeE6","2025-02-05","2025-02-05 18:53:56.1392+00","2025-02-05 18:53:56.135419+00"
"3404","JAL OJUELOS","T2850",NULL,NULL,"2025-02-06","2025-02-06 21:06:16.562824+00","2025-02-06 21:06:16.522945+00"
"3437","SLP JASSOS","T2160","Av. Jassos 270-294, La Cantera, 78420 San Nicolás de los Jassos, S.L.P.","https://maps.app.goo.gl/wLj6w4AJ5VE8ePFP9","2025-02-07","2025-02-07 19:41:11.150422+00","2025-02-07 19:41:11.144253+00"
"3470","JAL LAGOS DE MORENO EL TESORO","T2615","C. Alfredo Padilla s/n, Vista Hermosa, 47443 Lagos de Moreno, Jal.","https://maps.app.goo.gl/apvbzbYVoXUB22rx8","2025-02-11","2025-02-11 21:47:58.771643+00","2025-02-11 21:47:58.757002+00"
"3471","AGS ALTAMIRA","T2521","Puerto de Guaymas 153, 20126 Aguascalientes, Ags.","https://maps.app.goo.gl/BvpdvKBz1Zzi7qtV9","2025-02-11","2025-02-11 22:19:22.876679+00","2025-02-11 22:19:22.874048+00"
"3503","SANTA BARBARA","T2727","AV MALIBU 580 VILLA DE POZOZ SAN LUIS POTOSI SLP 78397","https://maps.app.goo.gl/Rfa9f7XT4hySupZq6","2025-02-12","2025-02-12 21:30:36.762491+00","2025-02-12 21:30:36.743499+00"
"3536","GTO CELAYA ALLENDE","T2897","Ignacio Allende 115, Col. Centro, 38000 Celaya, Gto.","https://maps.app.goo.gl/VPud7Zn7t1PsWExt5","2025-02-14","2025-02-14 21:24:46.986448+00","2025-02-14 21:24:46.973306+00"
"3537","GTO MERCADO CAÑITOS","T832","Los Aztecas, U.H. de Tierras Negras, 38048 Celaya, Gto.","https://maps.app.goo.gl/5NUt2dHhzhkyC4jQ8","2025-02-14","2025-02-14 21:42:37.361111+00","2025-02-14 21:42:37.354083+00"
"3569","GTO MERCADO DORADO","T661","Felipe Angeles 311, La Aurora, 38001 Celaya, Gto.","https://maps.app.goo.gl/mTnz3rRNsMdbMLkK6","2025-02-18","2025-02-18 16:32:02.100992+00","2025-02-18 16:32:02.087492+00"
"3570","CELAYA INSURGENTES","T2684","Lucía García 309, Las Insurgentes, 38080 Celaya, Gto.","https://maps.app.goo.gl/sBAnvDj9GEkr6xV66","2025-02-18","2025-02-18 16:39:58.361515+00","2025-02-18 16:39:58.358513+00"
"3602","SLP CONSTITUCION","T2134","Av. Constitución 710A, Centro Historico, 78000 San Luis Potosí, S.L.P.","https://maps.app.goo.gl/nDo7jJ8mCoT9hotG6","2025-02-19","2025-02-19 16:58:46.789122+00","2025-02-19 16:58:46.784098+00"
"3635","AGS NAZCA","T2238","Av. Cultura Nazca, Mirador de las Culturas II, 20174 Aguascalientes, Ags.","https://maps.app.goo.gl/6AC96HPMMLUyPUPt5","2025-02-19","2025-02-19 20:11:38.422855+00","2025-02-19 20:11:38.410392+00"
"3636","AGS COBANO","T2628","Cam. Al Cóbano LB, Macias Arellano, 20150 Aguascalientes, Ags.","https://maps.app.goo.gl/n7WDFRQXAghqfz7Z7","2025-02-19","2025-02-19 20:19:18.900426+00","2025-02-19 20:19:18.897262+00"
"3637","AGS ADORATRICES","T2520","Prol Adoratrices 658, Desarrollo Especial Rancho Pozo Bravo, 20126 Aguascalientes, Ags.","https://maps.app.goo.gl/1aqFnpx8zEpWgnV69","2025-02-19","2025-02-19 20:51:26.949232+00","2025-02-19 20:51:26.943075+00"
"3668","AGS CLINICA 1","T2730","Av de la Convención de 1914 Sur 304, Lindavista, 20270 Aguascalientes, Ags.","https://maps.app.goo.gl/cVzEdCB1srphx5g67","2025-02-19","2025-02-19 21:27:18.950686+00","2025-02-19 21:27:18.942383+00"
"3701","AGS ARQUEROS","T2993","Av Arqueros 2149, Vista del Sol I, 20264 Aguascalientes, Ags.","https://maps.app.goo.gl/gc9k8SUwnsUGNqKTA","2025-02-19","2025-02-19 23:05:30.070408+00","2025-02-19 23:05:30.063806+00"
"3702","AGS ARQUEROS","T2993","Av Arqueros 2149, Vista del Sol I, 20264 Aguascalientes, Ags.","https://maps.app.goo.gl/gc9k8SUwnsUGNqKTA","2025-02-19","2025-02-19 23:08:50.844945+00","2025-02-19 23:08:50.839406+00"
"3703","EL CAPULIN","T3235","Carr. San Jose Iturbide-Tierra Blanca SN, 37991 El Capulín, Gto.","https://maps.app.goo.gl/MoeTYaPbmWaPjdCt8","2025-02-19","2025-02-19 23:33:22.534559+00","2025-02-19 23:33:22.528306+00"
"3734","CELAYA BLVD","T2561","Blvrd Adolfo López Mateos 806, San Miguel, 38000 Celaya, Gto.","https://maps.app.goo.gl/YfKqqEM7VaTTovPV7","2025-02-20","2025-02-20 17:36:18.159959+00","2025-02-20 17:36:18.144649+00"
"3735","TEQUISQUIAPAN 3","T3359","CARR FEDERAL 120 KM 19+855 COLONIA CENTRO TEQUISQUIAPAN QUERETARO 76750","https://maps.app.goo.gl/5raMh9ZXiq9JNNJr9","2025-02-20","2025-02-20 17:49:23.71378+00","2025-02-20 17:49:23.710797+00"
"3767","AGS VILLA MONTAÑA 2","T3153","Av. Monte Arafat 509, Pozo Bravo, 20126 Ags.","https://maps.app.goo.gl/ef8KZBhUgTwZLN677","2025-02-20","2025-02-20 19:09:52.847611+00","2025-02-20 19:09:52.842385+00"
"3800","QRO EL JACAL","T3399","C. Norberto Aguirre 26, Emiliano Zapata, 76900 Corregidora, Qro.","https://maps.app.goo.gl/oRr15ZS1QZhZWHwNA","2025-02-21","2025-02-21 17:37:40.657514+00","2025-02-21 17:37:40.645464+00"
"3801","SLP PEDRO MORENO","T2324","Pedro Moreno 720, Barrio de Santiago, 78049 San Luis Potosí, S.L.P.","https://maps.app.goo.gl/NkAPqFXrnP7jmQad9","2025-02-21","2025-02-21 18:14:49.120593+00","2025-02-21 18:14:49.116129+00"
"3833","AGS MARGARITAS 2","T3393","Av Margaritas 113, Centro, 20909 Jesús Gómez Portugal, Ags.","https://maps.app.goo.gl/sc5CH8Sfoi7Ks2br9","2025-02-21","2025-02-21 18:59:01.066551+00","2025-02-21 18:59:01.053655+00"
"3866","SLP PONCIANO ARRIAGA","T3060","C. Ponciano Arriaga 108, Lomas del Mezquital, 78137 San Luis Potosí, S.L.P.","https://maps.app.goo.gl/Py1CBGWqKFmyFzds5","2025-02-24","2025-02-25 04:22:34.657341+00","2025-02-25 04:22:34.644822+00"
"3899","AGS LA RIOJA","T2800","Av Abelardo Lopez Rodríguez 3314, 20326 San Ignacio II y III, Ags.","https://maps.app.goo.gl/YLj3BmPH8uCyPqNq9","2025-02-25","2025-02-25 18:05:33.792854+00","2025-02-25 18:05:33.779663+00"
"3932","JAL OJUELOS","T2217","Calle Miguel Hidalgo 36, Centro, 47540 Ojuelos de Jalisco, Jal.","https://maps.app.goo.gl/Z3frX6e68hVZToAt9","2025-02-25","2025-02-25 20:05:38.041456+00","2025-02-25 20:05:38.022769+00"
"3965","QRO MENCHACA 2","T3248","Av. Epigmenio Gonzalez 898, Colinas de Menchaca 2da Secc, 76147 San José el Alto, Qro.","https://maps.app.goo.gl/segdAWWku8QTu1oAA","2025-02-26","2025-02-26 20:06:28.195756+00","2025-02-26 20:06:28.034899+00"
"3998","pabellon 2","T2424","16 de Septiembre 47-a Sur, 5 de Mayo, 20676 Pabellón de Arteaga, Ags.","https://maps.app.goo.gl/pBT8ykXGQMWhKgkh7","2025-02-27","2025-02-27 19:18:39.469824+00","2025-02-27 19:18:39.465429+00"
"4031","LEON LA PALMA","T3590","Guanajuato 389A, Cd Satelite, 37410 León de los Aldama, Gto.","https://maps.app.goo.gl/VzCECjR58LJxZfdP9","2025-02-27","2025-02-27 23:43:26.388529+00","2025-02-27 23:43:26.360078+00"
"4064","AGS PINTORES","T3100","Av. Siglo XXI 2814, Pintores Mexicanos, 20179 Aguascalientes, Ags.","https://maps.app.goo.gl/EQT6GzXKANZqbSMd9","2025-02-28","2025-02-28 19:57:28.927006+00","2025-02-28 19:57:28.908711+00"
"4097","DOLORES HIDALGO NORTE","T1292",NULL,NULL,"2025-03-04","2025-03-04 17:24:31.561913+00","2025-03-04 17:24:31.520439+00"
"4130","SLP CORONEL ROMERO","T2136","Reforma 1950, Alamitos, 78000 San Luis Potosí, S.L.P.","https://maps.app.goo.gl/8nRLxNttuK5VWz4p7","2025-03-05","2025-03-05 19:46:38.35445+00","2025-03-05 19:46:38.346686+00"
"4163","EZEQUIEL MONTES 4","T3245","Joaquín Vega 158, La Uca, 76650 Ezequiel Montes, Qro.","https://maps.app.goo.gl/9Pu8PfAszuSqkowS8","2025-03-07","2025-03-07 18:04:03.743465+00","2025-03-07 18:04:03.71128+00"
"4196","AGS TEPEZALA","T2995","Boulevard Otto Granados Roldán# 118-D, Zona Centro, 20600 Tepezalá, Ags.","https://maps.app.goo.gl/KCf1byT3hPpibdYPA","2025-03-10","2025-03-10 20:01:10.40183+00","2025-03-10 20:01:10.362512+00"
"4229","AGS LOMAS DE VISTA BELLA","T3102","Av Ajedrecistas 600, Lomas de Vistabella, 20298 Aguascalientes, Ags.","https://maps.app.goo.gl/WpEWmtecUDCEZigH6","2025-03-10","2025-03-10 22:02:23.351397+00","2025-03-10 22:02:23.315579+00"
"4262","ABASOLO JUAREZ","T3545","Calle Prol. Blvd. Juárez 115, Juárez, 36977 Abasolo, Gto.","https://maps.app.goo.gl/8Bx8xytiyWuUBnrr7","2025-03-13","2025-03-13 18:26:48.391341+00","2025-03-13 18:26:48.377509+00"
"4295","SLP ONTAÑON","T2135","Coronel Ontañón 180, Barrio de San Sebastian, 78349 San Luis Potosí, S.L.P.","https://maps.app.goo.gl/1UFixE7yTWYByMJc7","2025-03-14","2025-03-14 13:39:58.230549+00","2025-03-14 13:39:58.22082+00"
"4296","SLP ONTAÑON","T2135","Coronel Ontañón 180, Barrio de San Sebastian, 78349 San Luis Potosí, S.L.P.","https://maps.app.goo.gl/1UFixE7yTWYByMJc7","2025-03-14","2025-03-14 13:39:58.355968+00","2025-03-14 13:39:58.346646+00"
"4297","SLP ONTAÑON","T2135","Coronel Ontañón 180, Barrio de San Sebastian, 78349 San Luis Potosí, S.L.P.","https://maps.app.goo.gl/1UFixE7yTWYByMJc7","2025-03-14","2025-03-14 13:39:58.686875+00","2025-03-14 13:39:58.683441+00"
"4328","AGS SAN GERARDO","T3505","Upa, 20342 Aguascalientes, Ags.","https://maps.app.goo.gl/piGqwkuyCu58i66FA","2025-03-17","2025-03-18 00:11:43.370333+00","2025-03-18 00:11:43.348309+00"
"4361","SLP LAGUNA DE CHAPALA","T2700","Laguna de Chapala, San Luis Rey, 78350 San Luis Potosí, S.L.P.","https://maps.app.goo.gl/mZQvToSK1c2hCgSD8","2025-03-17","2025-03-18 02:57:14.578352+00","2025-03-18 02:57:14.552251+00"
"4394","AGS COLINAS DEL RIO","T3018","Antiguo Camino a San Ignacio 231, Línea de Fuego, 20018 Aguascalientes, Ags.","https://maps.app.goo.gl/8p5iozem1b4Tka2k8","2025-03-18","2025-03-18 18:43:26.834733+00","2025-03-18 18:43:26.822188+00"
"4427","AGS COSSIO","T2369","Francisco I. Madero, Centro, 20460 Cosío, Ags.","https://maps.app.goo.gl/TWsypezUEhG89jPK8","2025-03-18","2025-03-18 22:30:21.185853+00","2025-03-18 22:30:21.17691+00"
"4460","GUADALUPE PERALTA","T3390","Juventino de Torre Torres 105-201, José Guadalupe Peralta Gámez, 20196 Aguascalientes, Ags.","https://maps.app.goo.gl/smmvM12cLWBqTFyN9","2025-03-18","2025-03-18 22:49:06.811664+00","2025-03-18 22:49:06.779462+00"
"4493","DOLORES HIDALGO NORTE","T1292","Chem-Trend® PU-2301W","https://maps.app.goo.gl/VSGMKLSgfL1he4rn7","2025-03-20","2025-03-20 18:59:37.703816+00","2025-03-20 18:59:37.681473+00"
"4526","QRO SATELITE","T3288","Av de las Fuentes 1323, Santa Ana, 76110 Santiago de Querétaro, Qro.","https://maps.app.goo.gl/up2EaGMB8Na6TLni9","2025-03-24","2025-03-24 21:10:25.311437+00","2025-03-24 21:10:25.287893+00"
"4559","CADEREYTA 3","T3096","Federal Núm. 120 San Juan del Rio-Xilitla 28, Centro, Zona Centro, 76500 Cadereyta de Montes, Qro.","https://maps.app.goo.gl/GrXFyqziMXGF4GPM9","2025-03-24","2025-03-24 22:03:55.90804+00","2025-03-24 22:03:55.862623+00"
"4592","HGO NOPALA","T1205","Vicente Villagrán 25-1B, Centro, 42470 Nopala de Villagrán, Hgo.","https://maps.app.goo.gl/4K99XzkVdFo8BVY96","2025-03-24","2025-03-24 23:10:11.441844+00","2025-03-24 23:10:11.410457+00"
"4625","HGO TECOZAUTLA","T482","Fray Juan de Sanabria Eje Pte. 21, Morelos, 42440 Tecozautla, Hgo.","https://maps.app.goo.gl/5FisSf5LBZXtUuF99","2025-03-24","2025-03-24 23:21:01.267393+00","2025-03-24 23:21:01.248963+00"
"4658","HGO IXMIQUILPAN 2","T1233","Cecilio Ramírez 12, San Antonio, 42302 Ixmiquilpan, Hgo.","https://maps.app.goo.gl/qW99ayHo7gATDLEeA","2025-03-24","2025-03-24 23:36:50.527226+00","2025-03-24 23:36:50.507113+00"
"4691","HGO EL CARDONAL","T2201","Benito Juárez 173, Manzana Tres, 42370 Cardonal, Hgo.","https://maps.app.goo.gl/Gpr6AS3rq8s61Map9","2025-03-24","2025-03-24 23:42:38.365362+00","2025-03-24 23:42:38.358577+00"
"4724","HGO ZIMAPAN 2","T1580","Jesús García 13, Centro, 42330 Zimapán, Hgo.","https://maps.app.goo.gl/Y8549YpvuCeTizyZ9","2025-03-24","2025-03-24 23:52:43.463174+00","2025-03-24 23:52:43.442519+00"
"4757","AGS PASEOS","T2573","Av Independencia 219, 20907 Paseos de Aguascalientes, Ags.","https://maps.app.goo.gl/brdxiSqzYxJA4svMA","2025-03-25","2025-03-25 06:19:59.239181+00","2025-03-25 06:19:59.234249+00"
"4790","JILOTEPEC 3","T1838","Andrés Molina Enríquez 105, Jilotepec de Andres Molina Enriquez, 54240 Jilotepec de Molina Enríquez, Méx.","https://maps.app.goo.gl/yiySqfisKRtBWzPN7","2025-03-25","2025-03-25 22:54:27.880341+00","2025-03-25 22:54:27.868167+00"
"4823","VILLA DEL CARBON","T486","Juárez 12, Villa del Carbon, 54314 Villa del Carbón, Méx.","https://maps.app.goo.gl/Vte6RsmLy51Ln5cG9","2025-03-25","2025-03-25 23:01:07.129133+00","2025-03-25 23:01:07.122152+00"
"4856","POLOTITLAN 2","T1755","Abasolo 13, 54200 Polotitlán de la Ilustración, Méx.","https://maps.app.goo.gl/HEUZKLZVDshEvFeR7","2025-03-25","2025-03-25 23:09:29.177735+00","2025-03-25 23:09:29.143358+00"
"4889","POLOTITLAN 3","T2637","C. Zaragoza 109, 54200 Polotitlán de la Ilustración, Méx.","https://maps.app.goo.gl/bK9kipHByovCBHQe9","2025-03-25","2025-03-25 23:12:26.024759+00","2025-03-25 23:12:25.988645+00"
"4922","ACULCO","T321","Calle Mariano Abasolo Manzana 023, Centro, 50360 Aculco de Espinoza, Méx.","https://maps.app.goo.gl/bziy5uEt36qfZAat9","2025-03-25","2025-03-25 23:21:12.073408+00","2025-03-25 23:21:12.008663+00"
"4955","ACULCO CASA CULTURA","T688","Av. Manuel del Mazo 2, 50360 Aculco de Espinoza, Méx.","https://maps.app.goo.gl/DDY2HqmHARZeB8e19","2025-03-25","2025-03-25 23:25:28.657831+00","2025-03-25 23:25:28.645968+00"
"4988","ZIMAPAN 2","T1580","Jesús García 13, Centro, 42330 Zimapán, Hgo.","https://maps.app.goo.gl/kNVSQ169Mx9oDLG37","2025-03-26","2025-03-26 21:01:41.603685+00","2025-03-26 21:01:41.588539+00"
"5021","JILOTEPEC 6","T3554","Avenida Vicente Guerrero Ote. 170, Colonia Centro, 54240 Jilotepec de Molina Enríquez, Méx.","https://maps.app.goo.gl/16ooGBhzdDrBbHj59","2025-03-26","2025-03-26 21:07:58.902575+00","2025-03-26 21:07:58.857241+00"
"5054","SANTA ELENA","T2828","Av. de los Maestros, La España, 20238 Aguascalientes, Ags.","https://maps.app.goo.gl/G46wK4PZyYwqdgDq9","2025-03-28","2025-03-28 18:44:53.662922+00","2025-03-28 18:44:53.612599+00"
"5087","HGO MIXQUIAHUALA","T344","J María Morelos 10, Centro, 42700 Mixquiahuala, Hgo.","https://maps.app.goo.gl/PGkgPGFwNhSk76Zt9","2025-03-28","2025-03-28 21:01:16.567609+00","2025-03-28 21:01:16.54889+00"
"5120","TIMILPAN","T2189","Constitución de 1917 418, 50503 San Andrés Timilpan, Méx.","https://maps.app.goo.gl/UGaczgK9VnBo9ZRM8","2025-03-28","2025-03-28 21:14:06.757577+00","2025-03-28 21:14:06.735934+00"
"5153","LEON SAN AGUSTIN","T3466","Uruapan 608, San Agustin, 37240 León de los Aldama, Gto.","https://maps.app.goo.gl/T2mkJF9hdA5Cwp5LA","2025-03-31","2025-03-31 18:21:41.409437+00","2025-03-31 18:21:41.381383+00"
"5186","ALFAJAYUCAN","T666","Morelos 7, Manzana Centro, 42390 Alfajayucan, Hgo.","https://maps.app.goo.gl/8mDJpNmguscFwtrH7","2025-03-31","2025-03-31 19:13:28.791753+00","2025-03-31 19:13:28.768071+00"
"5219","SJR FRANCISCO VILLA","T3566","Gral. Francisco Villa 63, San Juan Bosco, 76807 San Juan del Río, Qro.","https://maps.app.goo.gl/VVbYRXZaeyChdoTWA","2025-03-31","2025-03-31 20:04:36.662037+00","2025-03-31 20:04:36.648981+00"
"5252","PEDRO ESCOBEDO 3","T3565","16 de Septiembre 436, El Toreo, 76700 Pedro Escobedo, Qro.","https://maps.app.goo.gl/7v8P1saYviY5fvBW9","2025-03-31","2025-03-31 20:19:45.13468+00","2025-03-31 20:19:45.12685+00"
"5285","AGS RODOLFO LANDER","T3388","Av Rodolfo Landeros Gallegos, Mirador de las Culturas II, 20174 Aguascalientes, Ags.","https://maps.app.goo.gl/H6rg2YUFbYgSGQUW9","2025-03-31","2025-03-31 20:58:28.553631+00","2025-03-31 20:58:28.541076+00"
"5318","HGO HUICHAPAN 2","T1574","B Juárez, Centro Histórico, 42400 Huichapan, Hgo.","https://maps.app.goo.gl/Yh63cQMbnXtcXsoQ7","2025-04-01","2025-04-01 08:40:54.07317+00","2025-04-01 08:40:53.996041+00"
"5351","HGO TECOZAUTLA CENTRO","T2785",NULL,NULL,"2025-04-01","2025-04-01 08:47:47.178595+00","2025-04-01 08:47:47.162005+00"
"5384","AGS CUMBRES","T2206","Av. Siglo XXI 1403, Nazario Ortiz Garza, 20175 Aguascalientes, Ags.","https://maps.app.goo.gl/5YXNBNz1Rf7tmYty5","2025-04-01","2025-04-01 19:38:13.699192+00","2025-04-01 19:38:13.691751+00"
"5417","AGS RINCON DE ROMOS","T2465","Dr. Alberto Sabin 199, Centro Histórico, 20400 Rincón de Romos, Ags.","https://maps.app.goo.gl/LX2MxVYH3vo776H1A","2025-04-01","2025-04-01 20:03:01.883612+00","2025-04-01 20:03:01.858654+00"
"5450","COMONFORT","T1521","Calle Vicente Guerrero 44, Zona Centro, 38200 Comonfort, Gto.","https://maps.app.goo.gl/F1i5Te88dNfSkCYU6","2025-04-01","2025-04-01 21:17:29.634492+00","2025-04-01 21:17:29.628107+00"
"5483","COMONFORT 2","T2176","Magisterio 2030, Zona Centro, 38200 Comonfort, Gto.","https://maps.app.goo.gl/VhrinPq3LTKFpfDt6","2025-04-01","2025-04-01 21:21:12.443797+00","2025-04-01 21:21:12.43771+00"
"5516","JAL OJUELOS 2","T2850","López Rayon 13, Centro, 47540 Ojuelos de Jalisco, Jal.","https://maps.app.goo.gl/Q5zmGsVL9myBZFT68","2025-04-02","2025-04-02 18:46:10.646833+00","2025-04-02 18:46:10.619643+00"
"5549","TEMASCALCINGO 3","T1886","C. Alfredo del Mazo Manzana 010, Temascalcingo, 50400 Temascalcingo de José María Velasco, Méx.","https://maps.app.goo.gl/wAAun8PLfCYpnZYm6","2025-04-02","2025-04-02 19:54:13.13057+00","2025-04-02 19:54:13.038122+00"
"5582","MOR PRADOS VERDES","T1738","Av. Guadalupe Victoria 1199, Prados Verdes, 58110 Morelia, Mich.","https://maps.app.goo.gl/T87xT29EJqoBfqkQ9","2025-04-02","2025-04-02 20:00:53.49651+00","2025-04-02 20:00:53.483798+00"
"5615","MOR TINIJARO","T1751","Gral. Lázaro Cárdenas Sur 45B, 58337 Morelia, Mich.","https://maps.app.goo.gl/dgSAYA1hQz9gTZyq5","2025-04-02","2025-04-02 20:03:19.813327+00","2025-04-02 20:03:19.756647+00"
"5648","MOR TRINCHERAS","T2891","Cenobio Paniagua 23, Zona Sin Asignación de Nombre de Colonia, 58096 Morelia, Mich.","https://maps.app.goo.gl/X73shBam5qDRXXXKA","2025-04-03","2025-04-03 20:10:37.213946+00","2025-04-03 20:10:37.179786+00"
"5681","MOR FELIX IRETA","T2403","Av. Morelos Sur 1489, Félix Ireta, 58070 Morelia, Mich.","https://maps.app.goo.gl/apZ4VrR3PjdwtnvU9","2025-04-03","2025-04-03 20:37:30.803609+00","2025-04-03 20:37:30.796643+00"
"5714","MCH URIANGATO PLAZA","T2452","Lázaro Cárdenas 11, Plan de Ayala, 38984 Uriangato, Gto.","https://maps.app.goo.gl/Xhssy8vbPcJnppnz7","2025-04-03","2025-04-03 21:11:38.202232+00","2025-04-03 21:11:38.139495+00"
"5747","GTO MOROLEON 4","T2697","C. Jaime Nuno 272, Fundadores de Moroleon, 38810 Moroleón, Gto.","https://maps.app.goo.gl/g58g2aH2dSH3u6ybA","2025-04-03","2025-04-03 21:23:02.64359+00","2025-04-03 21:23:02.637269+00"
"5780","ACAMBAY 4","T3493","Villa De, Francisco Sarabia 14, San Miguel Acambay, 50300 Villa de Acambay de Ruíz Castañeda, Méx.","https://maps.app.goo.gl/yKAuRUzpCuUuDqRe7","2025-04-07","2025-04-07 20:04:01.478413+00","2025-04-07 20:04:01.458373+00"
"5813","JILOTEPEC","T627","Andrés Molina Enríquez 105, Jilotepec de Andres Molina Enriquez, 54240 Jilotepec de Molina Enríquez, Méx.","https://maps.app.goo.gl/NuxsWWHaEM6pJUnC6","2025-04-07","2025-04-07 20:11:57.654923+00","2025-04-07 20:11:57.644584+00"
"5846","JILOTEPEC 2","T1788","Miguel Hidalgo 121-139, Jilotepec de Andres Molina Enriquez, 54240 Jilotepec de Molina Enríquez, Méx.","https://maps.app.goo.gl/yF94zcLozzuYnECq7","2025-04-07","2025-04-07 20:20:16.6678+00","2025-04-07 20:20:16.663181+00"
"5879","AGS CRUCITAS","T3178","Av de la Convención de 1914 Sur 1223, Jesús Terán, 20260 Aguascalientes, Ags.","https://maps.app.goo.gl/vW1VH96teWeL5NUv7","2025-04-07","2025-04-07 22:19:10.018877+00","2025-04-07 22:19:10.012839+00"
"5912","MOR POZA RICA","T2543","Francisco I. Madero 1608, Vasco de Quiroga, 58230 Morelia, Mich.","https://maps.app.goo.gl/7WXZMvt7WueZzfhH6","2025-04-07","2025-04-07 22:59:07.699574+00","2025-04-07 22:59:07.687648+00"
"5945","MOR MANANTIALES","T1830","Manantial del Obispo LB, Campestre los Manantiales, 58186 Morelia, Mich.","https://maps.app.goo.gl/qoTJMvoMs3EKppq68","2025-04-07","2025-04-07 23:03:11.9981+00","2025-04-07 23:03:11.974326+00"
"5978","MOR MERCADO AUDITORIO","T1656","Benedicto López 65, Centro histórico de Morelia, 58000 Morelia, Mich.","https://maps.app.goo.gl/qr8XoiAtkyaw9wyh9","2025-04-07","2025-04-07 23:08:33.993164+00","2025-04-07 23:08:33.986401+00"
"6011","MOR PEDREGAL","T2029","Av Michoacán 13, Jacarandas, 58150 Morelia, Mich.","https://maps.app.goo.gl/XTCXF6TKhf2BhDVp9","2025-04-07","2025-04-07 23:12:29.182328+00","2025-04-07 23:12:29.161632+00"
